                  Ca                  Cl                   K                   N                  Na
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00000000000000000 0.00020000000000000 0.00120000000000000 0.00100000000000000
 0.00000000000000000 0.00120000000000000 0.00019989619876190 0.00000000000000000 0.00099910380123810
 0.00000000000000000 0.00120000000000000 0.00019983148591956 0.00000000000000000 0.00099816851408043
 0.00000000000000000 0.00120000000000000 0.00019989504139041 0.00000000000000000 0.00099810495860959
 0.00000000000000000 0.00120000000000000 0.00020072787566621 0.00000000000000000 0.00100127212433379
 0.00000000000000000 0.00120000000000000 0.00020072686935108 0.00000000000000000 0.00100027313064892
 0.00000000000000000 0.00120000000000000 0.00020051795682359 0.00000000000000000 0.00099748204317641
 0.00000000000000000 0.00120000000000000 0.00020101248800640 0.00000000000000000 0.00099998751199361
 0.00000000000000000 0.00120000000000000 0.00020090369096487 0.00000000000000000 0.00099909630903513
 0.00000000000000000 0.00120000000000000 0.00020104420294733 0.00000000000000000 0.00099995579705267
 0.00000000000000000 0.00120000000000000 0.00020092339845276 0.00000000000000000 0.00099907660154724
 0.00000000000000000 0.00120000000000000 0.00020153920178765 0.00000000000000000 0.00100046079821235
 0.00000000000000000 0.00120000000000000 0.00020160959522690 0.00000000000000000 0.00099939040477310
 0.00000000000000000 0.00120000000000000 0.00020175755111197 0.00000000000000000 0.00099924244888812
 0.00000000000000000 0.00120000000000000 0.00020184946188421 0.00000000000000000 0.00099915053811581
 0.00000000000000000 0.00120000000000000 0.00020159318590086 0.00000000000000000 0.00099640681409914
 0.00000000000000000 0.00120000000000000 0.00020164268998891 0.00000000000000000 0.00099535731001109
 0.00000000000000000 0.00120000000000000 0.00020209189313609 0.00000000000000000 0.00099790810686391
 0.00000000000000000 0.00120000000000000 0.00020330141735339 0.00000000000000000 0.00099769858266513
 0.00000000000000000 0.00120000000000000 0.00020805544338756 0.00000000000000000 0.00099194455661244
 0.00000000000000000 0.00120000000000000 0.00023049872668323 0.00000000000000000 0.00097250127331677
 0.00000000000000000 0.00120000000000000 0.00031490056772320 0.00000000000000000 0.00088309943227680
 0.00000000000000000 0.00119999999999996 0.00055524977959804 0.00000000000000000 0.00064475022040179
 0.00000000000000000 0.00120000000000000 0.00089154544095387 0.00000000000000000 0.00031045455905637
 0.00000000000000000 0.00119999999999996 0.00109763304744194 0.00000000000000000 0.00010236695255500
 0.00000000000000000 0.00120000000000000 0.00117409649648106 0.00000000000000000 0.00002790350354338
 0.00000000000000000 0.00120000000000000 0.00119108182338479 0.00000000000000000 0.00000691817661521
 0.00000000000000000 0.00120000000004216 0.00119692395224489 0.00000000000000000 0.00000107604780163
 0.00000000000000000 0.00120000000000000 0.00120083320594369 0.00000000000000000 0.00000016679405631
 0.00000000000000000 0.00120000000000002 0.00120097422577518 0.00000000000000000 0.00000002577422485
 0.00000000000000000 0.00120000000000000 0.00119999601805835 0.00000000000000000 0.00000000398194165
 0.00000000000000000 0.00120000000000000 0.00120399938399686 0.00000000000000000 0.00000000061600314
 0.00000000000000000 0.00120000000000000 0.00119799990509491 0.00000000000000000 0.00000000009490509
 0.00000000000000000 0.00119999999999997 0.00119999998530131 0.00000000000000000 0.00000000001469866
 0.00000000000000000 0.00120000000000000 0.00120199999772672 0.00000000000000000 0.00000000000227328
 0.00000004185096841 0.00120000000000000 0.00119991629771188 0.00000000000000000 0.00000000000035130
 0.00000564856770058 0.00120000000000000 0.00118970286454181 0.00000000000000000 0.00000000000005727
 0.00024977906795236 0.00120000000000000 0.00069944186408891 0.00000000000000000 0.00000000000000636
 0.00055195434227428 0.00120000000000000 0.00009509131545127 0.00000000000000000 0.00000000000000017
 0.00059598219001488 0.00120000000000000 0.00000903561997023 0.00000000000000000 0.00000000000000000
 0.00059962737779092 0.00120000000000000 0.00000074524441816 0.00000000000000000 0.00000000000000000
 0.00059996934950182 0.00120000000001525 0.00000006130122122 0.00000000000000000 0.00000000000000000
 0.00059999747943184 0.00120000000000010 0.00000000504113784 0.00000000000000000 0.00000000000000000
 0.00059999979272406 0.00120000000000000 0.00000000041455189 0.00000000000000000 0.00000000000000000
 0.00059999998295494 0.00120000000000000 0.00000000003409012 0.00000000000000000 0.00000000000000000
 0.00059999999912960 0.00120000000027670 0.00000000000280335 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000023053 0.00000000000000000 0.00000000000000000
 0.00060000000004369 0.00120000000002275 0.00000000000001896 0.00000000000000000 0.00000000000000000
 0.00059999999999980 0.00119999999999989 0.00000000000000156 0.00000000000000000 0.00000000000000000
 0.00059999999999689 0.00119999999999838 0.00000000000000013 0.00000000000000000 0.00000000000000000
 0.00059999999999979 0.00119999999999989 0.00000000000000001 0.00000000000000000 0.00000000000000000
 0.00060000000000019 0.00120000000000010 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000002 0.00120000000000001 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00059999999999999 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
 0.00060000000000000 0.00120000000000000 0.00000000000000000 0.00000000000000000 0.00000000000000000
